"0","summary(bacteria_oxygen_model)"
"1","
Call:
"
"1",""
"1","lm(formula = bacteriaMEAN ~ OxygenMEAN, data = pico1)"
"1",""
"1","

"
"1",""
"1","Residuals:
"
"1","     Min "
"1","      1Q "
"1","  Median "
"1","      3Q "
"1","     Max "
"1","
"
"1","-3326864 "
"1"," -829644 "
"1"," -157058 "
"1","  618744 "
"1"," 4524487 "
"1","
"
"1","
Coefficients:
"
"1","           "
"1"," Estimate"
"1"," Std. Error"
"1"," t value"
"1"," Pr(>|t|)"
"1","    "
"1","
(Intercept)"
"1","  7384236"
"1","     319542"
"1","   23.11"
"1","   <2e-16"
"1"," ***"
"1","
OxygenMEAN "
"1","  -541933"
"1","      43042"
"1","  -12.59"
"1","   <2e-16"
"1"," ***"
"1","
"
"1","---
Signif. codes:  "
"1",""
"1","0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1"
"1","
"
"1","
Residual standard error:"
"1"," "
"1","1172000"
"1"," "
"1","on"
"1"," "
"1","600"
"1"," "
"1","degrees of freedom"
"1","
"
"1","  ("
"1",""
"1","77 observations deleted due to missingness"
"1",""
"1",")
"
"1","Multiple R-squared: "
"1"," "
"1","0.209"
"1",",	Adjusted R-squared: "
"1"," "
"1","0.2077"
"1"," "
"1","
F-statistic:"
"1"," "
"1","158.5"
"1"," "
"1","on"
"1"," "
"1","1"
"1"," "
"1","and"
"1"," "
"1","600"
"1"," "
"1","DF,  p-value:"
"1"," "
"1","< 2.2e-16"
"1","
"
"1","
"
