"0","adf.test(neuse.ts)"
"2","p-value smaller than printed p-value"
"1","
"
"1","	Augmented Dickey-Fuller Test"
"1","
"
"1","
"
"1","data:  "
"1",""
"1","neuse.ts"
"1",""
"1","
"
"1","Dickey-Fuller = -6.1267, Lag order = 8, p-value = 0.01"
"1","
"
"1","alternative hypothesis: "
"1","stationary"
"1",""
"1","
"
"1","
"
"0","kpss.test(neuse.ts)"
"2","p-value smaller than printed p-value"
"1","
"
"1","	KPSS Test for Level Stationarity"
"1","
"
"1","
"
"1","data:  "
"1",""
"1","neuse.ts"
"1",""
"1","
"
"1","KPSS Level = 2.6583, Truncation lag parameter = 6, p-value = 0.01"
"1","
"
"1","
"
